px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.67501	-6.45804	-2.69966	-2.61657	-0.263785	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.00307298
7.83203	-6.41663	-2.73322	-2.68521	-0.362451	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	0.87923
7.96564	-6.35168	-2.73185	-2.70494	-0.36241	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.00396192
8.02878	-6.24143	-2.64671	-2.63145	-0.198246	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	3.00733
8.14362	-6.17491	-2.64785	-2.64019	-0.197187	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.00856928
8.27189	-6.09249	-2.65129	-2.63785	-0.174773	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.0765953
8.40378	-6.01685	-2.65934	-2.64526	-0.17232	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.0270442
8.51075	-5.93419	-2.6479	-2.62548	-0.12209	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	0.278233
8.62728	-5.86563	-2.65194	-2.63011	-0.120585	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.0073307
8.76829	-5.81421	-2.68423	-2.66549	-0.173084	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.399225
8.89292	-5.74207	-2.69685	-2.66953	-0.168444	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.0707542
8.99932	-5.64091	-2.66752	-2.61195	-0.0473391	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	2.41997
9.11903	-5.56138	-2.68014	-2.60904	-0.0421616	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.0779902
9.21689	-5.43043	-2.65693	-2.53886	0.0787063	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	1.4779
9.33969	-5.33623	-2.66726	-2.52961	0.0833313	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.0605139
9.43759	-5.20642	-2.65873	-2.46876	0.175417	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	0.758698
9.55161	-5.10844	-2.6642	-2.45618	0.178047	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.0232076
9.66721	-5.04619	-2.67337	-2.48606	0.108872	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.461026
9.77182	-4.96261	-2.67385	-2.47972	0.109604	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.00545773
9.86036	-4.84336	-2.64659	-2.4186	0.208257	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	1.08113
9.96676	-4.74857	-2.64366	-2.40779	0.207714	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.00406033
10.0476	-4.61749	-2.62639	-2.33759	0.311573	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	1.07732
10.1469	-4.50682	-2.63167	-2.318	0.313594	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.0177122
10.239	-4.39102	-2.63499	-2.29566	0.31803	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.0798153
10.3348	-4.27929	-2.63812	-2.27739	0.318619	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.00356729
10.4297	-4.17255	-2.65097	-2.25985	0.322332	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.176753
10.5167	-4.0579	-2.6643	-2.24007	0.325007	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.0658092
10.6443	-3.9703	-2.69785	-2.28522	0.213797	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	1.24793
10.7339	-3.85577	-2.71036	-2.27049	0.216749	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.0694078
10.751	-3.68772	-2.67821	-2.13471	0.436405	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	4.70406
10.8248	-3.55926	-2.69442	-2.10856	0.439612	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.0996572
10.943	-3.47427	-2.70597	-2.17509	0.277602	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	2.53962
11.0217	-3.35099	-2.71896	-2.15812	0.27972	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.0643453
11.0446	-3.18967	-2.71096	-2.05484	0.435083	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	2.36131
11.11	-3.05582	-2.72632	-2.0299	0.437259	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.0881046
11.1001	-2.84941	-2.74544	-1.86646	0.68426	11.1386	-2.78926	11.15	-2.8	0	2.73104	5.35347
11.1415	-2.69916	-2.75132	-1.82742	0.685206	11.141	-2.65084	11.15	-2.65	0	2.73102	0.0139828
11.145	-2.52694	-2.77156	-1.73681	0.778235	11.1042	-2.54354	11.15	-2.55	0	1.81785	0.655315
11.1652	-2.38485	-2.76189	-1.69546	0.777727	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.0344064
11.2772	-2.32746	-2.66237	-1.83423	0.455506	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	9.35025
11.3138	-2.1839	-2.67986	-1.81002	0.455089	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.117299
11.3207	-2.02047	-2.69107	-1.74541	0.523926	11.3117	-1.92025	11.35	-1.95	0	1.81854	0.496349
11.3445	-1.8738	-2.69219	-1.7166	0.523848	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.000554726
11.3609	-1.72187	-2.69895	-1.67791	0.543283	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.0828965
11.3738	-1.57022	-2.70344	-1.64721	0.543647	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.0106212
11.2936	-1.40011	-2.72423	-1.4937	0.769259	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	4.16286
11.2772	-1.25055	-2.72462	-1.45058	0.769863	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.0078629
11.1584	-1.06841	-2.806	-1.27398	1.01373	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	4.79837
11.1066	-0.923264	-2.8048	-1.21713	1.01474	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.0173554
11.0326	-0.787624	-2.82373	-1.1441	1.05165	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	0.192337
10.9698	-0.659077	-2.82584	-1.09107	1.05175	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.00653138
10.8383	-0.513387	-2.91765	-0.962587	1.18712	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	1.98238
10.7517	-0.393173	-2.92135	-0.903608	1.18626	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.00580567
10.6636	-0.278605	-2.88967	-0.854822	1.1565	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.161228
10.5551	-0.172365	-2.87852	-0.788508	1.16066	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0.0539254
10.4037	-0.076734	-2.98176	-0.663626	1.28806	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	2.87339
10.282	0.00529559	-2.97604	-0.596587	1.29138	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.0238161
10.1914	0.0497438	-2.84022	-0.562166	1.22627	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	2.14755
10.0667	0.104383	-2.82419	-0.492711	1.2366	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	0.154165
9.93344	0.147833	-2.81388	-0.411394	1.26075	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0.521621
9.78777	0.188032	-2.80088	-0.332991	1.27191	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	0.129814
9.62288	0.212987	-2.86388	-0.240702	1.31609	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	0.880046
9.48182	0.232698	-2.85761	-0.168657	1.32334	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.0447007
9.36577	0.187513	-2.63382	-0.0761953	1.32738	9.22819	0.16178	9.35	0.15	-1.81963	0	5.15296
9.22287	0.18774	-2.6301	0.000241601	1.33167	9.24456	0.139817	9.25	0.15	-1.81962	0	0.0166887
9.07402	0.213795	-2.716	0.0478649	1.31104	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	0.541049
8.94074	0.208179	-2.71672	0.109679	1.30696	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.0139728
8.79856	0.221524	-2.76787	0.149309	1.27692	8.84168	0.257617	8.8	0.25	-2.99995	0	0.234314
8.66316	0.201773	-2.7687	0.20955	1.27285	8.65606	0.24536	8.65	0.25	-2.99994	0	0.0116841
8.51454	0.199947	-2.80744	0.247097	1.23998	8.43549	0.247188	8.5	0.25	-2.99323	0	0.154195
8.3787	0.170472	-2.80823	0.302642	1.23256	8.34184	0.250769	8.35	0.25	-2.9932	0	0.0473495
8.23804	0.146503	-2.7981	0.351318	1.21325	8.27073	0.243988	8.2	0.25	-2.73233	0	0.160208
8.09426	0.106275	-2.79593	0.405135	1.19939	8.03847	0.260731	8.05	0.25	-2.73234	0	0.162952
7.95025	0.117774	-2.83236	0.397102	1.11364	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	0.481056
7.81842	0.0679604	-2.83227	0.446374	1.10663	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.0861211
7.64168	0.0903619	-2.90757	0.405786	0.976323	7.46173	0.143776	7.6	0.15	-2.99599	0	1.69969
7.50796	0.0405013	-2.90378	0.446858	0.968209	7.45455	0.149294	7.45	0.15	-2.99596	0	0.0900039
7.41146	-0.0543025	-2.79378	0.555206	1.06288	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	3.3399
7.28356	-0.121518	-2.78316	0.601725	1.05089	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	0.190866
7.13544	-0.111512	-2.79317	0.551269	0.900429	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	1.835
7.00394	-0.190108	-2.79213	0.596897	0.896349	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.0533601
6.97542	-0.367285	-2.66366	0.79439	1.13314	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	6.80172
6.87575	-0.464177	-2.65569	0.850022	1.12689	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.0953608
6.68939	-0.394491	-2.65432	0.665267	0.755218	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	8.21108
6.585	-0.4825	-2.65968	0.704737	0.756398	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.0270162
6.5393	-0.667503	-2.6197	0.874104	0.955844	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	3.96381
6.45046	-0.784856	-2.62461	0.929119	0.957988	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.0279092
6.41837	-0.9691	-2.65339	1.08355	1.12462	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	1.51791
6.3595	-1.09233	-2.6587	1.14168	1.12591	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.030873
6.28505	-1.23751	-2.68169	1.1963	1.11035	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.278764
6.23503	-1.38035	-2.68714	1.25859	1.11074	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.0341687
6.29512	-1.63638	-2.81156	1.51736	1.43996	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	6.43479
6.29581	-1.78817	-2.80745	1.59715	1.44124	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.0236217
6.29982	-1.90769	-2.76778	1.64981	1.40861	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.128962
6.31777	-2.04452	-2.76628	1.72133	1.40975	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.0105679
6.32814	-2.16923	-2.69117	1.75481	1.32656	6.45002	-2.23466	6.35	-2.2	0	-2.72856	1.27941
6.35899	-2.31472	-2.6934	1.82699	1.32534	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.00639346
6.41628	-2.47741	-2.74093	1.9174	1.35352	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.287575
6.47096	-2.61888	-2.74355	1.99078	1.35182	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.00837976
6.46436	-2.71331	-2.52973	1.96974	1.17381	6.46538	-2.81029	6.45	-2.8	0	-2.72732	7.48842
6.51699	-2.8457	-2.53751	2.02972	1.16755	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.0772354
6.56208	-3.01014	-2.6223	2.08227	1.1643	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	0.947777
6.62727	-3.14686	-2.63727	2.13644	1.15123	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	0.272295
6.66949	-3.30438	-2.63612	2.15219	1.07958	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.23956
6.74129	-3.44042	-2.6533	2.19798	1.06239	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	0.371035
6.77693	-3.59413	-2.62142	2.19588	0.973997	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	1.68849
6.85063	-3.72865	-2.63794	2.23277	0.953771	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	0.392406
6.87147	-3.87386	-2.56539	2.21285	0.851168	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	2.29078
6.94311	-4.00745	-2.58214	2.23999	0.828238	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	0.43625
6.94965	-4.1339	-2.46915	2.2038	0.714851	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	3.54273
7.01312	-4.25073	-2.48205	2.22385	0.696843	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	0.275166
7.09896	-4.41101	-2.6419	2.25298	0.713922	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	2.98388
7.17383	-4.53305	-2.65627	2.27211	0.695024	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	0.336806
7.2073	-4.65551	-2.58452	2.25329	0.622614	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	1.61243
7.28174	-4.77071	-2.59495	2.27108	0.607768	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	0.192194
7.33598	-4.91279	-2.57072	2.25864	0.551266	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	0.764426
7.41282	-5.04278	-2.58248	2.26927	0.530002	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	0.285927
7.51698	-5.20243	-2.78152	2.29776	0.558966	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	5.37421
7.59696	-5.32889	-2.79416	2.30552	0.537293	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	0.315013
7.63076	-5.45337	-2.68663	2.2746	0.460785	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	2.93602
7.70583	-5.57342	-2.69507	2.28087	0.443062	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	0.173284
7.79434	-5.72581	-2.77826	2.28724	0.43404	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.07893
7.88236	-5.86191	-2.78859	2.2924	0.414427	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	0.220225
7.91365	-5.98501	-2.62496	2.25557	0.332048	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	4.89144
7.99323	-6.11416	-2.63277	2.25784	0.315577	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	0.134425
8.0832	-6.24999	-2.66627	2.26342	0.306105	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.186972
8.1709	-6.37217	-2.6711	2.27163	0.297301	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.0446401
8.28722	-6.51424	-2.76706	2.29122	0.309831	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	0.896405
8.37669	-6.64199	-2.77267	2.29502	0.296486	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.0737774
8.44743	-6.77735	-2.72777	2.27936	0.258217	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	0.911188
8.52803	-6.91122	-2.73424	2.27427	0.238787	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	0.132835
8.59351	-7.058	-2.72345	2.25228	0.200834	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.390363
8.66466	-7.20122	-2.73204	2.23771	0.175214	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	0.222176
8.73859	-7.33759	-2.76259	2.22871	0.160013	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.202781
8.81046	-7.4612	-2.76764	2.22304	0.14639	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.0666413
8.87089	-7.6003	-2.7511	2.20315	0.11581	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.213747
8.94143	-7.74187	-2.75744	2.19027	0.096724	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	0.116708
8.99314	-7.88431	-2.73085	2.16311	0.0594994	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.294139
9.05431	-8.03239	-2.73908	2.14366	0.0371595	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	0.156152
9.10974	-8.17297	-2.72344	2.12203	0.0100637	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.145397
9.18047	-8.30686	-2.72633	2.11575	0.0034276	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.0141359
9.26595	-8.43285	-2.79728	2.13324	0.0353613	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	0.869356
9.32219	-8.56761	-2.8038	2.11822	0.0191354	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.0866071
9.37705	-8.69883	-2.81408	2.1064	0.00869099	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.15703
9.43114	-8.8382	-2.8229	2.08977	-0.0077445	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.0973961
9.43747	-8.9873	-2.70297	2.0186	-0.106569	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	3.58958
9.49117	-9.12831	-2.70605	2.0045	-0.114479	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.0211973
9.53881	-9.26826	-2.70615	1.98851	-0.12377	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.0667205
9.58812	-9.41232	-2.71043	1.97304	-0.131909	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.0220934
9.65277	-9.56126	-2.73511	1.96939	-0.123788	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.149566
9.7017	-9.70742	-2.7402	1.95515	-0.130654	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.0188994
9.78765	-9.85516	-2.81348	1.97718	-0.0851525	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	0.8806
9.8273	-9.99609	-2.82052	1.96047	-0.0966237	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.0498833
9.80828	-10.1443	-2.71434	1.87915	-0.204172	9.75497	-10.1932	9.75	-10.2	0	-2.72857	2.63141
9.83441	-10.3002	-2.72334	1.85344	-0.217483	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.0637521
9.87975	-10.4452	-2.74687	1.85344	-0.195388	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.197567
9.9096	-10.5987	-2.75344	1.83401	-0.203183	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.0245902
9.88406	-10.7551	-2.69067	1.75463	-0.299489	9.86786	-10.8223	9.85	-10.8	0	-2.72846	1.40504
9.89866	-10.9076	-2.69665	1.73011	-0.306627	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.0216612
9.8963	-11.0606	-2.68767	1.68944	-0.337515	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.111248
9.89973	-11.215	-2.69479	1.66214	-0.345039	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.0290006
9.92332	-11.358	-2.71955	1.66108	-0.317621	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.134671
9.92197	-11.5032	-2.72937	1.63644	-0.32482	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.0388738
9.86551	-11.6638	-2.68887	1.54167	-0.437456	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	1.6204
9.84225	-11.8213	-2.69991	1.50654	-0.446561	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.0598515
9.76941	-11.977	-2.68019	1.41174	-0.54794	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	0.821656
9.73087	-12.1284	-2.68866	1.37382	-0.554053	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.0364543
9.60138	-12.2759	-2.66929	1.22827	-0.723216	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	1.79666
9.55168	-12.4064	-2.66324	1.19015	-0.722447	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.0322652
9.35917	-12.5324	-2.66598	0.988226	-0.964042	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	3.12579
9.28873	-12.6402	-2.65064	0.941722	-0.960692	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.0837847
9.11918	-12.7612	-2.69881	0.778176	-1.13316	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	2.22762
9.01817	-12.8526	-2.68742	0.718313	-1.1332	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	0.0654055
8.92925	-12.9374	-2.66011	0.681107	-1.09728	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0.171915
8.81935	-13.0188	-2.65105	0.621887	-1.09837	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0.0407525
8.70484	-13.0919	-2.63496	0.57258	-1.07735	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	0.2909
8.57823	-13.1663	-2.63657	0.512304	-1.07777	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0.0074533
8.35247	-13.1845	-2.73531	0.299604	-1.34119	8.43462	-13.263	8.4	-13.15	-2.72644	0	5.76444
8.21472	-13.217	-2.7252	0.225801	-1.34339	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0.0405316
8.04731	-13.2192	-2.78148	0.105493	-1.43519	8.10139	-13.1447	8.1	-13.15	-3.00083	0	0.711456
7.9148	-13.2233	-2.77305	0.0328163	-1.43792	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.0327551
7.82323	-13.2562	-2.64621	0.0342789	-1.29722	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	2.29643
7.67427	-13.2578	-2.65035	-0.0368872	-1.29599	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.00705751
7.49883	-13.2223	-2.73285	-0.161465	-1.39468	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	1.3805
7.35387	-13.1892	-2.72938	-0.239894	-1.39689	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.0140234
7.24135	-13.1821	-2.62214	-0.262293	-1.2964	7.19553	-13.2012	7.2	-13.15	-2.73035	0	1.81927
7.09854	-13.1431	-2.62831	-0.33192	-1.29359	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.013326
6.96859	-13.1185	-2.58556	-0.372362	-1.23979	6.87644	-13.2105	6.85	-13.15	-3.63616	0	0.566498
6.81883	-13.074	-2.60676	-0.432397	-1.22801	6.672	-13.1364	6.65	-13.15	-3.63617	0	0.148934
6.72254	-13.0893	-2.39887	-0.399034	-1.04296	6.53838	-13.1322	6.55	-13.15	-1.81656	0	7.98371
6.5838	-13.0493	-2.41836	-0.445198	-1.0291	6.46904	-13.1587	6.45	-13.15	-1.81657	0	0.14611
6.44537	-13.0007	-2.42685	-0.486797	-1.00531	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.333013
6.30651	-12.9499	-2.44911	-0.528673	-0.989627	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	0.16683
6.15132	-12.8332	-2.61014	-0.63739	-1.09067	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	3.14335
6.01305	-12.7601	-2.6328	-0.68165	-1.07309	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0.177229
5.89464	-12.7149	-2.56292	-0.694718	-1.00456	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	1.34547
5.75412	-12.6433	-2.59013	-0.726587	-0.979568	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	0.293617
5.61063	-12.5498	-2.67438	-0.775727	-0.989488	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.747144
5.46844	-12.4658	-2.70291	-0.803327	-0.96144	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	0.339229
5.33945	-12.3819	-2.7074	-0.829293	-0.931271	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.279713
5.21154	-12.2865	-2.72606	-0.859348	-0.909661	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	0.172324
5.10274	-12.2072	-2.72385	-0.880926	-0.884131	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.247233
4.99611	-12.1116	-2.73665	-0.909727	-0.868508	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.0948677
4.91435	-12.0395	-2.63726	-0.92169	-0.818182	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	1.8477
4.82823	-11.9371	-2.64219	-0.956756	-0.812244	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.0174667
4.71346	-11.776	-2.82843	-1.01789	-0.856172	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	3.74508
4.62895	-11.6586	-2.83555	-1.05233	-0.84759	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.0490451
4.59326	-11.5708	-2.6729	-1.08857	-0.826999	4.53697	-11.5591	4.55	-11.55	0	1.99749	4.01493
4.53649	-11.4516	-2.67181	-1.13163	-0.828688	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.00153873
4.40596	-11.2709	-2.92401	-1.154	-0.812643	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	7.07541
4.36408	-11.1143	-2.92061	-1.2136	-0.827321	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.0678629
4.43773	-10.9866	-2.64098	-1.33984	-0.912617	4.39651	-10.8822	4.45	-10.95	0	1.81807	9.79657
4.41484	-10.845	-2.63887	-1.39439	-0.917084	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.0144916
4.41162	-10.707	-2.62407	-1.45665	-0.93052	4.493	-10.7885	4.45	-10.7	0	2.72865	0.140959
4.40519	-10.5624	-2.62426	-1.51223	-0.934795	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.00746572
4.41312	-10.4156	-2.62118	-1.57409	-0.945949	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.0262722
4.4214	-10.2703	-2.6228	-1.62907	-0.948555	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.00544504
4.45467	-10.1296	-2.61504	-1.69743	-0.96692	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.0927636
4.48638	-9.98435	-2.61963	-1.75728	-0.972816	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.0301195
4.53568	-9.83119	-2.63183	-1.82657	-0.988525	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.164229
